제품명,표준코드명
파미딘정(파모티딘),"""8806433065508"",""8806433065515"",""8806433065522"""
파미딘플러스정,"8806433087616"""""""
파밀라제정,"8806542006218"""""
파베린정,"""8806562041404"",""8806562041411"",""8806562041428"",""8806562041435"""
파비스암브록솔염산염정,"8806836015506"""""
파비스염산메클리진정,"""8806218018408"",""8806836015308"",""8806218018415"",""8806836015315"""
파비시드정,"8806218039410"""""
파비안에스정,"""8806529033909"",""8806529033916"",""8806529033923"",""8806529033930"""
파세몰비타정,"8806538050614"""""""
파세몰시럽(아세트아미노펜),"""8806538060507"",""8806538060514"",""8806538060521"""
파스툼겔(케토프로펜),"""8806597007208"",""8806749003805"",""8806597007215"",""8806749003812"",""8806597007222"",""8806749003829"",""8806597007239"",""8806749003836"""
파워겔(리도카인),"""8806435031709"",""8806435031716"",""8806435031723"",""8806435031730"",""8806435031747"",""8806435031754"""
파워라센액,"8806418031412"""""
파워맥스비정,"""8800724003408"",""8800724003415"""
파워본앤킹연질캡슐,"8806452094121"""""
파워본연질캡슐,"8806518056209"""""
파워브이벤정,"""8800732004909"",""8800732004916"""
파워비큐액,"8806476036718"""""""
파워비큐액티브정,"""8806476038705"",""8806476038712"""
파워비큐정,"8806476035810"""""
파워비타비백정,"8806581058513"""""""
파워비타연질캡슐,"""8806562047406"",""8806562047413"",""8806562047420"""
파워스탑스키니플라스타(케토프로펜),"""8806476035605"",""8806476035612"""
파워스탑플라스타(플루르비프로펜),"""8806476010107"",""8806476010114"",""8806476010206"",""8806476010213"",""8806476010305"",""8806476010312"",""8806476010220"",""8806476010329"""
파워스탑플러스카타플라스마(플루르비프로펜),"""8806476017403"",""8806476017410"",""8806476017427"""
파워스탑한방핫카타플라스마,"""8806476036619"",""8806476036602"""
파워쎈연질캡슐,"8806562049301"""""
파워씨연질캡슐,"8806542015210"""""
파워아민연질캡슐,"""8806417024101"",""8806417024118"""
파워액티브정,"""8806581077606"",""8806581077613"""
파워제타비정,"""8806258014705"",""8806258014712"""
파워조인에스600정,"8806447049716"""""""
파워콘드로600에프정,"8806409040201"""""
파워콘친골드연질캡슐,"""8806573067707"",""8806573067714"",""8806573067721"""
파워콜노즈연질캡슐,"8806427065613"""""""
파워콜에스연질캡슐,"8806427054716"""""""
파워콜캡슐,"8806942053010"""""""
파워콜코프연질캡슐,"8806427065316"""""""
파워콤프액,"8806481039711"""""
파워킹연질캡슐,"8806562047710"""""
파워톤연질캡슐,"8806573054424"""""
파워포션액(L-아스파르트산-L-아르기닌수화물),"""8806476037616"",""8806476037609"",""8806476037623"""
파워폴연질캡슐(수출명: POWERPOLL),"""8806698028706"",""8806698028713"",""8806698028720"",""8806698028737"",""8806698028744"",""8806698028751"""
파이런스캡슐,"""8806703018807"",""8806703018814"",""8806703018821"",""8806703018838"""
파이에온정,"8806641015517"""""""
파인스겔(피록시캄),"""8806448027607"",""8806448027614"",""8806448027621"",""8806448027638"",""8806448027645"",""8806448027652"""
파인싹연질캡슐(클로닉신리시네이트),"""8800543002101"",""8800543002118"",""8800543002125"""
파인에스정,"8806699075419"""""""
파인큐아세트펜시럽(아세트아미노펜),"""8800576008910"",""8800576008927"",""8800576008811"",""8800576008828"",""8800576008804"",""8800576008903"""
파인큐이부펜시럽(이부프로펜),"""8800576000600"",""8800576000617"",""8800576000624"",""8800576000631"",""8800576000648"""
파인펜정,"""8806476031805"",""8806476031812"""
파자임-95밀리그램이중정,"""8806422022901"",""8806422022918"",""8806422022925"",""8806422022932"",""8806422022949"",""8806422022956"",""8806422022963"",""8806422022970"",""8806422022987"""
파자임에어프리츄어블정(시메티콘산),"""8806422040103"",""8806422040110"""
파탁정10밀리그램(파모티딘),"""8806903022642"",""8806903022659"",""8806903022611"",""8806903022628"",""8806903022635"",""8806903022666"",""8806903022604"""
파티겔정(알마게이트),"""8806448027706"",""8806448027713"",""8806448027720"",""8806448027737"",""8806448027744"""
"파티겔현탁액(알마게이트)(수출명 : 알마게인현탁액, 호메젤현탁액)","""8806448027805"",""8806448027812"",""8806448027829"",""8806448027836"""
파티겔현탁액1그램(알마게이트),"""8806448027904"",""8806448027911"",""8806448027928"",""8806448054511"",""8806448054528"",""8806448054504"""
파티마겔2.5%(가수과산화벤조일),"""8806448028109"",""8806448028116"",""8806448028123"""
파프케이플러스카타플라스마(케토프로펜),"""8806798006307"",""8806798006314"",""8806798006321"",""8806798012810"",""8806798012803"",""8806798006338"""
팍스정(덱시부프로펜),"""8806452037708"",""8806518043506"",""8806452037715"",""8806518043513"",""8806452037722"",""8806518043520"",""8806452037739"",""8806518043537"""
팍쎈연질캡슐(나프록센),"""8806698057508"",""8806698057515"""
판그로캡슐,"8806556048112"""""""
판덱스정(덱스판테놀),"""8806486041405"",""8806486041412"""
판디탈에스정,"""8806538059600"",""8806538059617"",""8806538059624"""
판디탈정,"""8806538026909"",""8806538026916"",""8806538026923"",""8806538026930"""
판스틴정,"""8806538062303"",""8806538062310"",""8806538062327"""
판시딜액5%(미녹시딜),"""8806534020901"",""8806534020918"",""8806534020932"",""8806534020925"",""8806534020949"""
판시딜캡슐,"8806534020710"""""
판시온캡슐,"8806230067705"""""
판시자임정,"8806534052711"""""""
판이실캡슐,"8806486032410"""""
판제스트에프정,"8806446040813"""""""
판코타제정,"""8806448058908"",""8806719008601"",""8806998001805"",""8806448058915"",""8806719008618"",""8806998001812"",""8806448058922"",""8806998001829"",""8806448058939"",""8806998001836"",""8806998001843"""
판콜아이시럽(덱시부프로펜),"""8806427065903"",""8806427065910"",""8806427065927"""
판콜아이콜드시럽,"""8806427065729"",""8806427065705"",""8806427065712"""
판콜에스내복액,"8806427035111"""""
판콜에이내복액,"8806427035319"""""
판크레아정,"8806498078215"""""""
판크론에프정,"""8806424049708"",""8806424049715"",""8806424049722"""
판크론정,"""8806424015406"",""8806424015413"",""8806424015420"",""8806424015437"",""8806424015444"""
판키아제정,"8806429023710"""""
판테뉴크림(D-판테놀),"""8806476038606"",""8806476038613"""
판테민정(판테틴),"""8806431018704"",""8806431018711"""
판텍큐노즈플러스연질캡슐,"""8806265016907"",""8806265016914"""
판텍큐코프플러스연질캡슐,"""8806265017003"",""8806265017010"""
판텍큐플러스연질캡슐,"""8806265016808"",""8806265016815"""
판토-에이내복액,"8806423039212"""""""
판토가캅셀,"""8806844000501"",""8806948001602"",""8806995000306"",""8806844000518"",""8806948001619"",""8806995000313"""
판토마그정,"8806476020212"""""
판토시딜캡슐,"""8806717052309"",""8806717052316"""
판티라제정(수출명:판티라스-케이정),"""8806718032607"",""8806718032614"",""8806718032621"",""8806718032638"",""8806718032645"",""8806718032652"",""8806718032669"",""8806718032676"""
판피린큐액,"8806425036202"""""
판피린티정,"8806425036301"""""
팜뮤코정(암브록솔염산염),"""8800588012103"",""8800588012110"""
팜스비타에프연질캡슐,"""8806616016204"",""8806616016211"""
팜스타정,"8806518043803"""""
팜시드정10밀리그램(파모티딘),"""8806641029200"",""8806641029255"",""8806641029262"",""8806641029224"",""8806641029231"",""8806641029248"",""8806641029279"",""8806641029286"",""8806641029217"",""8806641029293"""
팜젠산화마그네슘정,"8806701043009"""""
팜젠아세틸시스테인과립200밀리그램,"8806701009319"""""
팜젠아세틸시스테인캡슐200mg,"""8806701009401"",""8806701009418"",""8806701009425"",""8806701009432"",""8806701009449"",""8806701009456"",""8806701009463"",""8806701009470"",""8806701009487"",""8806701009494"""
팜젠아시클로버연고(수출명:파시버연고),"""8806701009500"",""8806701009517"",""8806701009524"",""8806701009531"",""8806701009548"""
팜젠암브록솔염산염시럽,"8806701010216"""""
팜젠암브록솔염산염정30mg,"""8806701035509"",""8806701035516"",""8806701035523"""
팜코라민정(수출용),"""8806636022209"",""8806636022216"""
팜페인이부연질캡슐(이부프로펜),"""8806586040100"",""8800551014110"",""8806586040117"""
팜페인파워연질캡슐(나프록센),"""8806586039807"",""8800551003015"",""8806586039814"",""8806586039821"",""8800551003039"",""8806586039838"",""8806586039845"""
팜페인프로연질캡슐(덱시부프로펜),"""8806586040001"",""8800551014011"",""8806586040018"""
팜편안디정,"8800551025116"""""
팜편안엠정,"8800551026212"""""""
팜플루노즈연질캡슐,"8800551021309"""""
팜플루코프연질캡슐,"8800551020906"""""
팜플루콜드연질캡슐,"8800551021002"""""
팝업플라스타(플루르비프로펜),"""8806452041200"",""8806518044107"",""8806452041217"",""8806518044114"",""8806452041224"",""8806518044138"",""8806452041231"",""8806518044121"""
팩트라민정,"8806560032114"""""""
팬스타정(덱시부프로펜),"""8806529019606"",""8806529019613"",""8806529019620"",""8806529019637"",""8806529019644"""
퍼스가글액(벤지다민염산염),"""8806495076306"",""8806495076313"",""8806495076320"",""8806495077815"",""8806495077822"",""8806495077808"""
퍼스크린액0.12%(클로르헥시딘글루콘산염액),"""8806495073701"",""8806495073718"",""8806495073725"",""8806495075613"",""8806495075620"",""8806495075712"",""8806495075729"",""8806495075811"",""8806495075828"",""8806495075606"",""8806495075705"",""8806495075804"",""8806495077426"",""8806495077419"",""8806495077402"""
퍼슨쿨링겔,"8806574012416"""""
페노스탑플라스타(플루르비프로펜),"""8806416025000"",""8806416025017"",""8806416025024"",""8806416025031"",""8806416025048"",""8806416062111"",""8806416062128"",""8806416062104"""
페노크린첩부제(플루르비프로펜),"""8806438008906"",""8806438008913"",""8806438008920"",""8806438022612"",""8806438022605"""
페노크린첩부제스트롱(플루르비프로펜),"""8806438033205"",""8806438033212"",""8806438033229"",""8806438033410"",""8806438033427"",""8806438033434"",""8806438033311"",""8806438033328"",""8806438033335"",""8806438033236"",""8806438033014"",""8806438033021"",""8806438033038"",""8806438033113"",""8806438033120"",""8806438033137"",""8806438033007"",""8806438033106"",""8806438033304"",""8806438033403"""
페노크린카타플라스마(플루르비프로펜),"""8806438004700"",""8806438004717"",""8806438019117"",""8806438019124"",""8806438019100"""
페니라민정(클로르페니라민말레산염),"""8806421025705"",""8806421025712"",""8806421025729"""
페라플루디액(과아세트산액0.2%),"""8800557000100"",""8800557000124"",""8800557000117"""
페르빈카타플라스마(펠비낙),"""8806498061705"",""8806498061712"""
페리나정,"""8806478025208"",""8806478025215"",""8806478025222"",""8806478025239"",""8806478025246"""
페리닥터캡슐,"""8806427036507"",""8806427036514"",""8806427036521"",""8806427036538"""
페리덱스연고(덱사메타손),"""8806436017207"",""8806436017214"""
페리비타캡슐,"""8806418032204"",""8806418032211"",""8806418032228"""
페리에정,"""8800524019500"",""8800524019517"""
페리터치액(폴리크레줄렌액50%),"""8806436053007"",""8806436053014"""
페리톡겔,"""8806574015516"",""8806574015523"",""8806574015509"""
페릭신정(클로닉신리시네이트),"""8806498040106"",""8806498040113"""
페브로민-에이시럽,"""8806545020402"",""8806985000101"",""8806545020419"",""8806985000118"""
페스내추럴비강분무액(염화나트륨),"""8806521056104"",""8806911002001"",""8806521056111"",""8806911002018"",""8806521056128"",""8806911002025"",""8806521056135"""
페어아크네크림,"8806980039212"""""
페이지연질캡슐,"""8806616054206"",""8806616054213"""
페인엔젤-프로연질캡슐(덱시부프로펜),"""8806449128105"",""8806449128112"""
페인엔젤레이디연질캡슐,"8806449148011"""""
페인엔젤센연질캡슐(나프록센),"""8806449138203"",""8806449138210"""
페인엔젤이부연질캡슐(이부프로펜),"""8806449137503"",""8806449137510"""
페인엔젤키즈시럽(덱시부프로펜),"""8806449147700"",""8806449147717"",""8806449147724"""
펙소나딘정120밀리그램(펙소페나딘염산염),"""8806435032805"",""8806435032812"",""8806435032829"",""8806435032836"",""8806435032843"""
펙소지엔정60밀리그램(펙소페나딘염산염),"""8806445034400"",""8806445034417"",""8806445034424"",""8806445034455"",""8806445034462"",""8806445034431"",""8806445034448"""
펙손정120밀리그램(펙소페나딘염산염),"""8806433038908"",""8806433038915"",""8806433038922"",""8806433038939"""
펜노미아건조시럽(아세트아미노펜),"""8806582028409"",""8806582028416"""
펜다나정,"""8806538049403"",""8806538049410"""
펜세타정(아세트아미노펜제피세립),"""8806718033109"",""8806718033116"",""8806718033123"",""8806718033130"",""8806718033147"""
펜스톱연질캡슐(덱시부프로펜),"""8806428028303"",""8806428028310"""
펜실연질캡슐,"""8806427066702"",""8806427066719"""
펜싹코연질캡슐,"8800542001006"""""
펜싹코프연질캡슐,"""8800540001701"",""8800542000702"",""8800551021200"",""8806129001001"",""8800540001718"",""8800542000719"",""8800551021217"",""8806129001018"""
펜싹콜연질캡슐,"8800542000900"""""
펜싹프레쉬연질캡슐,"8800543006512"""""""
펜잘8시간이알서방정(아세트아미노펜),"""8806433066703"",""8806433066710"",""8806433066727"",""8806433066734"",""8806433066741"""
펜잘큐정,"""8806433050207"",""8806433050214"""
펜타셀100마이크로그램퍼오랄정(아셀렌산나트륨오수화물),"""8800524014604"",""8800524014611"",""8800524014628"""
펜타우드정(덱시부프로펜),"""8806566023109"",""8806980005705"",""8806566023116"",""8806980005712"",""8806566023123"",""8806980005729"",""8806566023130"",""8806980005736"""
펠비고쿨플라스타,"""8806798022604"",""8806798022611"",""8806798022628"",""8806798022819"",""8806798022802"""
"펠스타플라스타(펠비낙)(수출명:펠스타(Felster),펠비나(Felbina),펠비덤(Felbiderm),모빌렉스(Mobilex),헥토플라스트(Hectoplast),페낙스(Fenacs))","""8806744000601"",""8806744000618"",""8806744000625"",""8806744000632"""
펩티스정(파모티딘),"""8806428032812"",""8806428032805"""
편해정,"8806542003910"""""
평위천프라임액,"8806418068111"""""""
포나민정,"""8806478025307"",""8806478025314"",""8806478025321"""
포리겔정,"""8806228008901"",""8806552012209"",""8806228008918"""
포리그론연질캡슐,"""8806495058906"",""8806495058913"",""8806495058920"""
포리라제정,"8806552012308"""""
포리부틴정(트리메부틴말레산염),"""8806439016504"",""8806439016511"",""8806439016528"",""8806439016535"""
포리부틴정150mg(트리메부틴말레산염),"""8806439016603"",""8806439016610"",""8806439016627"",""8806439016634"",""8806439016641"""
포리비돈인후스프레이(포비돈요오드),"""8806448053200"",""8806448053217"""
포리스탈정(트리메부틴말레산염),"""8806498034402"",""8806498034419"",""8806498034426"""
포린정,"8806494026814"""""
포린피아정(독시라민숙신산염),"""8806218017807"",""8806836016602"",""8806218017814"",""8806836016619"",""8806218017821"",""8806836016626"""
포맨액(L-아스파르트산-L-아르기닌수화물),"""8806698028805"",""8806698028812"",""8806698028829"",""8806698061710"",""8806698061727"",""8806698061734"",""8806698061703"",""8806698028836"""
포머렐정0.075밀리그램(데소게스트렐),"""8806526071201"",""8806526071218"""
포부틴정(트리메부틴말레산염),"""8806655047801"",""8806655047818"",""8806655047825"",""8806655047832"""
포비돈브러쉬액(포비돈요오드),"""8806804001708"",""8806804001715"""
포비정,"8800732004206"""""""
포비크린브러쉬액(포비돈요오드),"""8806574003803"",""8806574003810"",""8806574003827"",""8806574007214"",""8806574007207"",""8806574007221"",""8806574003834"""
포비크린세정용,"8806574003919"""""
포세라정,"""8806701042811"",""8806701042804"""
포스테리산연고,"8806427036712"""""""
포스테리산좌제,"8806427036811"""""
포스톤G액,"8806707011316"""""""
포스톤지엑스액,"8806707018803"""""""
포스펜탑첩부제(펠비낙),"""8806456019908"",""8806456019915"",""8806456019922"",""8806456055012"",""8806456055005"",""8806456056514"",""8806456056507"""
포인타민정,"""8806512037501"",""8806512037518"",""8806512037525"""
포지넨크림,"8806436060142"""""
포타겔현탁액(디옥타헤드랄스멕타이트),"""8806718034304"",""8806718034311"",""8806718034328"",""8806718034335"",""8806718034342"",""8806718034359"",""8806718034366"",""8806718034373"",""8806718034380"",""8806718034397"",""8806718034410"",""8806718034427"",""8806718034434"""
포타딘액(포비돈요오드),"""8806439016801"",""8806439016818"",""8806439016825"",""8806439016832"""
포타딘연고(포비돈요오드),"""8806439016900"",""8806439016917"""
포타로제액<포비돈요오드>,"""8806439017105"",""8806439017112"",""8806439017129"""
포탈락산(락티톨수화물),"""8806421043204"",""8806421043211"",""8806421043228"""
포탈락시럽(락티톨일수화물),"""8806255013404"",""8806421043402"",""8806582034707"",""8806717040009"",""8806421043433"",""8806582034714"",""8806717040016"",""8806255013527"",""8806421043419"",""8806582034721"",""8806717040023"",""8806255013428"",""8806421043426"",""8806582034738"",""8806717040030"",""8806255013510"",""8806421043457"",""8806582034745"",""8806717040047"",""8806255013411"",""8806421043440"",""8806717040054"",""8806255013503"",""8806717040061"",""8806255013435"",""8806717040078"",""8806717040085"",""8806717040092"""
포텐스틱액(L-아스파르트산-L-아르기닌수화물),"""8806433092702"",""8806433092726"",""8806433092719"",""8806433092733"""
포텐시에이터액(엘-아스파르트산-엘-아르기닌),"""8806606002606"",""8806606002613"",""8806606002620"",""8806876001002"",""8806876001019"",""8806876001026"",""8806876001033"""
포티텐점안액(케토티펜푸마르산염),"""8806453021409"",""8806453021416"",""8806453021423"""
포펜정,"8806230068917"""""""
폭센정275밀리그램(나프록센나트륨),"""8806519023200"",""8806519023217"",""8806519023231"""
폰트미네정,"8806586047918"""""""
폰트비정,"""8806586047802"",""8806586047819"""
폴가정(폴산),"""8806228021306"",""8806228021313"""
폴락스산(폴리에틸렌글리콜4000),"""8806502024702"",""8806502024719"",""8806502024726"""
폴락스산4그램(폴리에틸렌글리콜4000),"""8806502053412"",""8806502053405"",""8806502053429"""
폴레디정(폴산),"""8806452094916"",""8806452094923"",""8806452094909"""
폴리아린락토정,"8806560054208"""""""
폴리아린에프캡슐,"""8806560031704"",""8806560031711"""
폴민정(폴산),"""8806491041919"",""8806491041902"""
폴비정,"8806452095517"""""""
폴시드정(폴산),"""8806446014302"",""8806446014319"",""8806446014326"",""8806446014333"",""8806446014340"",""8806446014357"",""8806446014364"""
폴시드정0.4밀리그램(폴산),"""8806446026008"",""8806446026015"",""8806446026022"""
폴엔정(폴산),"""8806538047003"",""8806538047010"",""8806538047027"",""8806538047034"",""8806538047041"""
폴원연질캡슐(폴산),"""8806616030309"",""8806616030316"""
푸레파베인캡슐(디오스민),"""8806429061217"",""8806429061200"",""8806429061224"""
푸레파인겔,"8806429065918"""""""
푸레파인마일드연고,"8806429064010"""""""
푸레파인마일드좌제,"8806429063914"""""
푸레파인연고,"""8806429059405"",""8806429059412"""
푸로싹연질캡슐(나프록센),"""8800543004907"",""8800543004914"",""8800543004921"""
푸로탑플라스타(플루르비프로펜),"""8806436017306"",""8806436017313"",""8806436017320"""
푸로펜카타플라스마(플루르비프로펜),"""8806456020300"",""8806456020317"",""8806456056910"",""8806456056903"""
푸록토케어스프레액,"8806985034908"""""""
푸른비타정,"8806717031106"""""
푸리덴연고,"8806438025019"""""""
푸리타제정,"""8806218017104"",""8806836016909"",""8806218017128"",""8806836016916"",""8806218017135"",""8806836016923"",""8806218017142"",""8806836016930"",""8806218017111"",""8806836016947"",""8806218017159"""
푸마훼린연질캡슐,"""8806421026900"",""8806421026924"""
푸푸에프연질캡슐,"""8806616016402"",""8806616016419"""
풀린애연질캡슐,"""8806475015103"",""8806744017708"",""8806475015110"",""8806744017715"",""8806475015127"",""8806744017722"""
풀믹신연고,"""8806275003409"",""8806998013006"",""8806275003416"",""8806998013013"""
풀케어 네일라카 (시클로피록스),"""8806519025402"",""8806749004406"",""8806519025419"",""8806749004413"",""8806749004420"",""8806519025426"""
풋원겔,"8806420044516"""""""
풋파인크림1%(테르비나핀염산염),"""8806696054707"",""8806696054714"""
풍림리프레쉬점안액1.0%(카르복시메틸셀룰로오스나트륨)(1회용),"""8806490024708"",""8806490024715"",""8806490024722"""
퓨어릴네일라카(아모롤핀염산염),"""8800570006509"",""8806980030615"",""8800570006516"",""8806980030608"",""8806980030622"""
프라디오정(디오스민),"""8806218045206"",""8806218045213"",""8806218045220"""
프라렉신크림(프라목신염산염),"""8806448028703"",""8806448028710"""
프라맥스에스좌제,"""8806473041319"",""8806473041302"""
프라맥스캡슐(디오스민),"""8806473038906"",""8806473038913"""
프라맥스크림(프라목신염산염),"""8806473011701"",""8806473011718"""
프라메가크림(프라목신염산염),"""8806486042709"",""8806486042716"""
프라믹신연고(수출명:안티바이오틱오인트먼트플러스패인릴리이버),"""8806448028901"",""8806448028918"",""8806448028925"",""8806448028932"",""8806448028949"",""8806448028956"""
프라스칼-디정750밀리그람,"8806540018718"""""
프라임아스피린장용정100밀리그램,"8806636056112"""""
프러스지크림,"""8806502025600"",""8806502025617"""
프레스탑연고,"""8806448052609"",""8806448052616"""
프레시뷰베타점안액,"8806845013715"""""""
"프렌즈아이드롭점안액(순),프렌즈아이드롭점안액(쿨),프렌즈아이드롭점안액(쿨하이),프렌즈아이드롭점안액(순)(1회용)","""8806449043101"",""8806449043118"",""8806449043125"",""8806449043132"",""8806449043156"",""8806449043149"",""8806449043163"",""8806449149810"",""8806449149803"",""8806449149827"""
프렌즈아이드롭케어점안액(1회용),"""8806449150205"",""8806449150229"",""8806449150212"""
프렌즈아이엔젤마일드점안액(카르복시메틸셀룰로오스나트륨)(1회용),"""8806449137404"",""8806449137411"",""8806449137428"",""8806449137435"",""8806449146918"",""8806449146925"",""8806449146932"",""8806449146901"""
프로디펜첩부제(플루르비프로펜),"""8806429024403"",""8806429024410"",""8806429024427"""
프로부틴정(트리메부틴말레산염),"""8806650022315"",""8806650022322"",""8806650022308"""
프로센골드연질캡슐(나프록센),"""8806498066601"",""8806498066618"""
프로엑스피액,"""8806417025009"",""8806417025016"""
프로즌겔,"""8806560038604"",""8806560038611"",""8806560038628"""
프로콘틴600정,"8806942055748"""""
프로트린정(나프록센나트륨),"""8806703019804"",""8806703019811"",""8806703019828"",""8806703019835"""
프로틴정(니자티딘),"""8806431019503"",""8806431019510"",""8806431019527"",""8806431019534"",""8806431019541"""
프로펜디연질캡슐(덱시부프로펜),"""8806796006200"",""8806796006217"""
프리간액(L-아스파르트산-L-오르니틴),"""8806409038512"",""8806409038505"",""8806409038529"",""8806409038536"""
프리겔현탁액(알마게이트),"""8806718035004"",""8806718035011"",""8806718035028"",""8806718035035"",""8806718035042"",""8806718035059"""
프리나정(나프록센나트륨),"""8806486018407"",""8806486018414"",""8806486018421"",""8806486018438"",""8806486018445"""
프리넥캡슐,"8806417025214"""""""
프리메정(덱시부프로펜디.씨),"""8806636025002"",""8806636025019"",""8806636025026"",""8806636025033"""
프리미어평위천액,"""8806418050802"",""8806418050819"""
프리미엄미네코다정,"8806695022707"""""
프리미움리도센크림(리도카인),"""8806798011813"",""8806798011806"",""8806798011820"",""8806798011837"""
프리번정,"""8800533000209"",""8800533000216"",""8800533000223"""
프리비정,"""8806435055309"",""8806435055316"""
프리비투스현탁액(레보클로페라스틴펜디조산염),"""8806718035103"",""8806718035110"",""8806718035127"",""8806718035134"",""8806718035141"",""8806718035158"",""8806718035165"",""8806718035172"",""8806718035189"",""8806718035196"""
프리센연질캡슐(나프록센),"""8806486027201"",""8806486027218"""
프리스펜연질캡슐(이부프로펜),"""8800540002708"",""8800551021606"",""8800540002715"",""8800551021613"""
프리아이시럽(이부프로펜),"""8806534046307"",""8806534046314"",""8806534046321"""
프리아제정,"8806942018002"""""
프리아틸정600mg(아세틸시스테인),"""8806701038005"",""8806701038029"",""8806701038012"""
프리에나연질캡슐,"""8806534044709"",""8806534044716"""
프리에스연질캡슐(클로닉신리시네이트),"""8806534039712"",""8806534039705"""
프리에이시럽(아세트아미노펜),"""8806534046406"",""8806534046413"",""8806534046420"""
프리엔에프연질캡슐(나프록센),"""8806534039217"",""8806534039200"""
프리엔연질캡슐(덱시부프로펜),"""8806534022004"",""8806534022011"""
프리좀원스외용액(테르비나핀염산염),"""8806478052518"",""8806478052501"""
프리치크림,"8806538027715"""""""
프리카바에프캡슐(수출명:FreecofCapsules),"""8806228008505"",""8806552013107"",""8806228008512"",""8806552013114"""
프틴크림(나프티핀염산염),"""8806275001504"",""8806998006305"",""8806275001511"",""8806998006312"""
플라도반액,"8806429042117"""""""
플라톱플라스타(케토프로펜),"""8806650007008"",""8806650007015"",""8806650007022"""
플라펜플라스타(플루르비프로펜),"""8806650008005"",""8806650008012"",""8806650008029"",""8806650008036"""
플랙스올(멘톨),"""8806731000201"",""8806731000218"",""8806731000225"",""8806731000232"",""8806731000249"",""8806731000256"""
플랜라인정45밀리그램(브로멜라인),"""8806297020200"",""8806699081304"",""8806297020217"",""8806699081311"",""8806297020224"""
플러비카타플라스마(플루르비프로펜),"""8806424034902"",""8806424034919"""
플러스디정(콜레칼시페롤농축분말),"""8806556043506"",""8806556043513"",""8806556043520"""
"플럭스플라스타(플루르비프로펜, 수출명:플럭스(Flux), 플루펜(Flufen), 더마펜(Dermafen),플루르비덤( Flurbiderm), 렉스펜(Rexfen), 아티펜(Artifen))","""8806744000700"",""8806744000717"",""8806744000724"",""8806744000731"",""8806744002810"",""8806744002803"",""8806744000748"",""8806744002827"",""8806744002834"",""8806744002841"",""8806744000755"",""8806744000762"""
플로라딘연질캡슐(로라타딘),"""8806427064104"",""8806427064111"""
플로리진연질캡슐(세티리진염산염),"""8806427065514"",""8806427065507"""
플로펜첩부제(플루르비프로펜),"""8806255000909"",""8806458035708"",""8806571006609"",""8806775006801"",""8806927019901"",""8806255000916"",""8806458035715"",""8806571006616"",""8806775006818"",""8806927019918"""
플록펜첩부제(플루르비프로펜),"""8806456021000"",""8806456021017"",""8806456056811"",""8806456056804"",""8806456056828"",""8806456021024"""
플루비톱카타플라스마(플루르비프로펜),"""8806703036405"",""8806703036412"""
플루코프캡슐,"""8806613064703"",""8806613064710"""
플루콜캡슐,"8806613064611"""""""
플루펜카타플라스마(플루르비프로펜),"""8806798008509"",""8806798008516"",""8806798008523"",""8806798019710"",""8806798019727"",""8806798019703"",""8806798019734"""
피록센플라스타(피록시캄),"""8806798019901"",""8806798019918"",""8806798019925"""
피록스겔(피록시캄),"""8806472053535"",""8806472053504"""
피록스타플라스타(피록시캄),"""8806438030709"",""8806438030716"",""8806438030723"",""8806438030730"""
피록시카겔(피록시캄),"""8806481048805"",""8806481048812"""
피록하이겔(피록시캄),"""8806503044808"",""8806503044815"""
피에스크림(리도카인),"""8806423041802"",""8806423041819"",""8806423041826"",""8806423041833"""
피엠네일라카(시클로피록스),"""8806476033403"",""8806476033410"",""8806476033427"""
피엠외용액,"8806476035001"""""
피엠원스외용액(테르비나핀염산염),"""8806476034400"",""8806476034417"""
피엠졸큐액,"8806476010510"""""""
피엠지폴산정,"8806971003512"""""
피엠쿨에어로솔,"8806476035308"""""""
피엠트리플크림,"8806476031515"""""""
피지오머비강세척액 스프레이 노즐(멸균등장해수)/피지오머비강세척액 젯 노즐(멸균등장해수),"""8806445012309"",""8806445012316"",""8806445012323"",""8806445012330"",""8806445012347"",""8806445012354"",""8806445012361"""
피캄스겔(피록시캄),"""8806470006700"",""8806470006717"""
필로젠겔(피록시캄),"""8806980025109"",""8806980025116"",""8806980025130"",""8806980025123"""
핑크퐁멀티비타츄어블정,"""8806448066606"",""8806448066613"""
핑크프로캡슐,"""8806218013106"",""8806836026205"",""8806218013113"",""8806218013120"",""8806218013137"""
하노백연질캡슐1000아이유(비타민이),"""8806265001002"",""8806425037902"",""8806265001019"",""8806425037919"",""8806265001026"",""8806425037926"",""8806265001033"",""8806425037933"",""8806265001040"",""8806425037940"",""8806265001057"",""8806425037957"""
하노백플러스정,"8806425065806"""""
하니동전파스플라스타,"""8806626009005"",""8806626009012"",""8806835012513"",""8806626009029"",""8806835012506"",""8806626009036"""
하드칼씨플러스정,"""8806422045603"",""8806422045627"",""8806422045610"""
하드칼츄어블이지정,"8806422034010"""""
하드칼츄어블정,"8806422023816"""""
하드코프캡슐,"""8806498050808"",""8806498050815"""
하디코프에프정,"8806418034017"""""
하디콜맥스정,"""8806418071203"",""8806418071210"""
하디콜에스연질캡슐,"8806418064410"""""""
하디콜정,"""8806418034505"",""8806418034512"",""8806418034529"",""8806418034536"""
하디큐노즈연질캡슐,"8806616054114"""""""
하디큐코프연질캡슐,"8806616053919"""""""
